year,nomination,film,win
1989,Best Original Song - Motion Picture,Shirley Valentine,FALSE
1989,Best Original Song - Motion Picture,Parenthood,FALSE
1989,Best Original Song - Motion Picture,"Little Mermaid, The",FALSE
1989,Best Television Series - Drama,China Beach,TRUE
1989,Best Television Series - Drama,L.A. Law,FALSE
1989,Best Television Series - Drama,"Murder, She Wrote",FALSE
1989,Best Television Series - Drama,Thirtysomething,FALSE
1989,Best Television Series - Drama,Wiseguy,FALSE
1989,Best Television Series - Drama,In The Heat of the Night (TV),FALSE
1989,Best Television Series - Musical or Comedy,Murphy Brown,TRUE
1989,Best Television Series - Musical or Comedy,Cheers,FALSE
1989,Best Television Series - Musical or Comedy,Designing Women,FALSE
1989,Best Television Series - Musical or Comedy,Empty Nest,FALSE
1989,Best Television Series - Musical or Comedy,"Golden Girls, The",FALSE
1989,Best Television Series - Musical or Comedy,"Wonder Years, The",FALSE
1989,Best Television Limited Series or Motion Picture Made for Television,Lonesome Dove,TRUE
1989,Best Television Limited Series or Motion Picture Made for Television,I Know My First Name Is Steven,FALSE
1989,Best Television Limited Series or Motion Picture Made for Television,My Name is Bill W.,FALSE
1989,Best Television Limited Series or Motion Picture Made for Television,Roe vs. Wade,FALSE
1989,Best Television Limited Series or Motion Picture Made for Television,Small Sacrifices,FALSE
1989,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,No Place Like Home,TRUE
1989,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Small Sacrifices,FALSE
1989,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Roe vs. Wade,FALSE
1989,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,War and Remembrance (Parts VIII - XII),FALSE
1989,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Lady in a Corner,FALSE
1989,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Lonesome Dove,TRUE
1989,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Murderers Among Us: The Simon Wiesenthal Story,FALSE
1989,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,"Final Days, The",FALSE
1989,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,My Name is Bill W.,FALSE
1989,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,War and Remembrance (Parts VIII - XII),FALSE
1989,Best Performance by an Actress In A Television Series - Drama,"Murder, She Wrote",TRUE
1989,Best Performance by an Actress In A Television Series - Drama,China Beach,FALSE
1989,Best Performance by an Actress In A Television Series - Drama,L.A. Law,FALSE
1989,Best Performance by an Actress In A Television Series - Drama,L.A. Law,FALSE
1989,Best Performance by an Actress In A Television Series - Drama,Thirtysomething,FALSE
1989,Best Performance by an Actor In A Television Series - Drama,Wiseguy,TRUE
1989,Best Performance by an Actor In A Television Series - Drama,L.A. Law,FALSE
1989,Best Performance by an Actor In A Television Series - Drama,L.A. Law,FALSE
1989,Best Performance by an Actor In A Television Series - Drama,In The Heat of the Night (TV),FALSE
1989,Best Performance by an Actor In A Television Series - Drama,Thirtysomething,FALSE
1989,Best Performance by an Actress in a Television Series - Musical or Comedy,Anything But Love,TRUE
1989,Best Performance by an Actress in a Television Series - Musical or Comedy,Cheers,FALSE
1989,Best Performance by an Actress in a Television Series - Musical or Comedy,Sister Kate,FALSE
1989,Best Performance by an Actress in a Television Series - Musical or Comedy,Murphy Brown,FALSE
1989,Best Performance by an Actress in a Television Series - Musical or Comedy,"Tracey Ullman Show, The",FALSE
1989,Best Performance by an Actor in a Television Series - Musical or Comedy,Cheers,TRUE
1989,Best Performance by an Actor in a Television Series - Musical or Comedy,Roseanne,FALSE
1989,Best Performance by an Actor in a Television Series - Musical or Comedy,Empty Nest,FALSE
1989,Best Performance by an Actor in a Television Series - Musical or Comedy,"Wonder Years, The",FALSE
1989,Best Performance by an Actor in a Television Series - Musical or Comedy,Dear John,FALSE
1989,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Roe vs. Wade,TRUE
1989,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Lonesome Dove,FALSE
1989,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Cheers,FALSE
1989,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",L.A. Law,FALSE
1989,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Matlock,FALSE
1989,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Quantum Leap,TRUE
1989,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",L.A. Law,FALSE
1989,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Lonesome Dove,FALSE
1989,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",L.A. Law,FALSE
1989,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Life Goes On,FALSE
1989,Cecil B. deMille Award,Audrey Hepburn,FALSE
1990,Best Motion Picture - Drama,Dances with Wolves,TRUE
1990,Best Motion Picture - Drama,Avalon,FALSE
1990,Best Motion Picture - Drama,"Godfather Part III, The",FALSE
1990,Best Motion Picture - Drama,GoodFellas,FALSE
1990,Best Motion Picture - Drama,Reversal of Fortune,FALSE
1990,Best Motion Picture - Musical or Comedy,Green Card,TRUE
1990,Best Motion Picture - Musical or Comedy,Ghost,FALSE
1990,Best Motion Picture - Musical or Comedy,Home Alone,FALSE
1990,Best Motion Picture - Musical or Comedy,Pretty Woman,FALSE
1990,Best Motion Picture - Musical or Comedy,Dick Tracy,FALSE
1990,Best Performance by an Actress in a Motion Picture - Drama,Misery,TRUE
1990,Best Performance by an Actress in a Motion Picture - Drama,"Russia House, The",FALSE
1990,Best Performance by an Actress in a Motion Picture - Drama,White Palace,FALSE
1990,Best Performance by an Actress in a Motion Picture - Drama,Mr. & Mrs. Bridge,FALSE
1990,Best Performance by an Actress in a Motion Picture - Drama,"Grifters, The",FALSE
1990,Best Performance by an Actor in a Motion Picture - Drama,Reversal of Fortune,TRUE
1990,Best Performance by an Actor in a Motion Picture - Drama,Dances with Wolves,FALSE
1990,Best Performance by an Actor in a Motion Picture - Drama,"Field, The",FALSE
1990,Best Performance by an Actor in a Motion Picture - Drama,"Godfather Part III, The",FALSE
1990,Best Performance by an Actor in a Motion Picture - Drama,Awakenings,FALSE
1990,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Pretty Woman,TRUE
1990,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Alice (1990),FALSE
1990,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Green Card,FALSE
1990,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Ghost,FALSE
1990,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Postcards From The Edge,FALSE
1990,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Green Card,TRUE
1990,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ghost,FALSE
1990,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Home Alone,FALSE
1990,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Edward Scissorhands,FALSE
1990,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Pretty Woman,FALSE
1990,Best Performance by an Actress in a Supporting Role in any Motion Picture,Ghost,TRUE
1990,Best Performance by an Actress in a Supporting Role in any Motion Picture,GoodFellas,FALSE
1990,Best Performance by an Actress in a Supporting Role in any Motion Picture,Wild at Heart,FALSE
1990,Best Performance by an Actress in a Supporting Role in any Motion Picture,Postcards From The Edge,FALSE
1990,Best Performance by an Actress in a Supporting Role in any Motion Picture,Dances with Wolves,FALSE
1990,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mermaids,FALSE
1990,Best Performance by an Actor in a Supporting Role in any Motion Picture,Longtime Companion,TRUE
1990,Best Performance by an Actor in a Supporting Role in any Motion Picture,Dick Tracy,FALSE
1990,Best Performance by an Actor in a Supporting Role in any Motion Picture,GoodFellas,FALSE
1990,Best Performance by an Actor in a Supporting Role in any Motion Picture,Q & A,FALSE
1990,Best Performance by an Actor in a Supporting Role in any Motion Picture,Pretty Woman,FALSE
1990,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Godfather Part III, The",FALSE
1990,Best Director - Motion Picture,Dances with Wolves,TRUE
1990,Best Director - Motion Picture,"Sheltering Sky, The",FALSE
1990,Best Director - Motion Picture,"Godfather Part III, The",FALSE
1990,Best Director - Motion Picture,Reversal of Fortune,FALSE
1990,Best Director - Motion Picture,GoodFellas,FALSE
1990,Best Screenplay - Motion Picture,Dances with Wolves,TRUE
1990,Best Screenplay - Motion Picture,Avalon,FALSE
1990,Best Screenplay - Motion Picture,"Godfather Part III, The",FALSE
1990,Best Screenplay - Motion Picture,GoodFellas,FALSE
1990,Best Screenplay - Motion Picture,Reversal of Fortune,FALSE
1990,Best Motion Picture - Foreign Language,"France, Jean-Paul Rappeneau",TRUE
1990,Best Motion Picture - Foreign Language,"Germany, Michael Verhoeven",FALSE
1990,Best Motion Picture - Foreign Language,"Austria, Robert Dornhelm",FALSE
1990,Best Motion Picture - Foreign Language,"United Soviet Socialist Republics, Pavel Lungin ",FALSE
1990,Best Motion Picture - Foreign Language,"Japan, Akira Kurosawa",FALSE
1990,Best Original Score - Motion Picture,"Sheltering Sky, The",TRUE
1990,Best Original Score - Motion Picture,Dances with Wolves,FALSE
1990,Best Original Score - Motion Picture,"Godfather Part III, The",FALSE
1990,Best Original Score - Motion Picture,Havana,FALSE
1990,Best Original Score - Motion Picture,Avalon,FALSE
1990,Best Original Song - Motion Picture,Young Guns II,TRUE
1990,Best Original Song - Motion Picture,Postcards From The Edge,FALSE
1990,Best Original Song - Motion Picture,"Godfather Part III, The",FALSE
1990,Best Original Song - Motion Picture,Dick Tracy,FALSE
1990,Best Original Song - Motion Picture,Dick Tracy,FALSE
1990,Best Television Series - Drama,Twin Peaks,TRUE
1990,Best Television Series - Drama,China Beach,FALSE
1990,Best Television Series - Drama,In The Heat of the Night (TV),FALSE
1990,Best Television Series - Drama,L.A. Law,FALSE
1990,Best Television Series - Drama,Thirtysomething,FALSE
1990,Best Television Series - Musical or Comedy,Cheers,TRUE
1990,Best Television Series - Musical or Comedy,"Golden Girls, The",FALSE
1990,Best Television Series - Musical or Comedy,Married With Children,FALSE
1990,Best Television Series - Musical or Comedy,Murphy Brown,FALSE
1990,Best Television Series - Musical or Comedy,Designing Women,FALSE
1990,Best Television Limited Series or Motion Picture Made for Television,Decoration Day,TRUE
1990,Best Television Limited Series or Motion Picture Made for Television,Caroline?,FALSE
1990,Best Television Limited Series or Motion Picture Made for Television,Family of Spies,FALSE
1990,Best Television Limited Series or Motion Picture Made for Television,"Kennedys of Massachusetts, The",FALSE
1990,Best Television Limited Series or Motion Picture Made for Television,"Phantom of the Opera, The",FALSE
1990,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,"Killing in a Small Town, A",TRUE
1990,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,"Kennedys of Massachusetts, The",FALSE
1990,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Leona Helmsley: The Queen of Mean,FALSE
1990,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Family of Spies,FALSE
1990,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Caroline?,FALSE
1990,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Decoration Day,TRUE
1990,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,"Phantom of the Opera, The",FALSE
1990,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,"Stranger Within, The",FALSE
1990,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Drug Wars: The Camarena Story,FALSE
